Country,Signature Potato Dish,
Australia,Potato Scallop,https://www.sbs.com.au/food/recipe/potato-scallops/1oybkal4z
Austria,Erdapfelsalat,https://www.gutekueche.at/erdapfelsalat-rezept-29050,
Belgium,Steak bearnaise with fries,https://www.lekkervanbijons.be/recepten/steak-bearnaise-met-frietjes,
Bolivia,Papas Rellenas,https://www.bolivianlife.com/papas-rellenas/,
Canada,Poutine,https://www.seasonsandsuppers.ca/authentic-canadian-poutine-recipe/
Chile,Cazuela,https://www.tasteofhome.com/recipes/cazuela/
China,Tudou si,https://healthynibblesandbits.com/chinese-stir-fried-shredded-potatoes-tudou-si/
Colombia,Papa Rellena,https://www.mycolombianrecipes.com/colombian-style-stuffed-potatoes-papas-rellenas-colombianas/
Denmark,Kartoffelsalat,https://nordicfoodliving.com/danish-cold-potato-salad-kold-kartoffelsalat/,
Egypt,Batata Mahshi,https://www.pinterest.com/pin/egyptian-stuffed-potatoes-recipe--10836855344461959/
France,Gratin Dauphinois,https://www.lespommesdeterre.com/recette/gratin-dauphinois/,
Germany,Schwabischer Kartoffelsalat ,https://die-kartoffel.de/rezepte/schwaebischer-kartoffelsalat/,
India,Aloo Gobi,https://www.lekkervanbijons.be/recepten/aloo-gobi-met-kip-en-aardappel
Ireland,Colcannon,https://www.thespruceeats.com/irish-recipes-colcannon-recipe-435743,
Italy,Gnocchi,https://anitalianinmykitchen.com/gnocchi/,
Japan,Korokke,https://www.justonecookbook.com/moms-korokke-croquette/
Mexico,Papas con Chorizo,https://www.mexicoinmykitchen.com/papas-con-chorizo-mexican/
Netherlands,Stamppot,https://aardappels.nl/recepten/stamppot-boerenkool-met-tomaat-en-ui/,
Peru,Peruvian Cheesy Potato Soup With Spicy Herb (with dried potato) Sauce,https://cooking.nytimes.com/recipes/1019143-peruvian-cheesy-potato-soup-with-spicy-herb-sauce
Poland,Pierogi,https://www.recipetineats.com/pierogi-ruskie-polish-dumplings/,
Portugal,Bacalhau à Brás,https://www.pingodoce.pt/receitas/bacalhau-a-bras/,
Russia,Olivye Salad,https://www.allrecipes.com/recipe/234949/authentic-russian-salad-olivye/
South Africa,Slap Chips,https://www.tamarindnthyme.com/south-african-slap-chips/
South Korea,Gamja-jeon,https://www.koreanbapsang.com/gamjajeon-potato-pancakes/
Spain,Tortilla Espanola,https://www.quericavida.com/recetas/tortilla-espanola/e3487840-df68-4249-8506-be1eed0d724d,
Sweden,Janssons Frestelse,https://www.ica.se/recept/janssons-frestelse-3682/,
Switzerland,Rosti,https://www.kartoffel.ch/de/rezepte/hauptgang/berner-roesti.html,
Turkey,Patatesli borek,https://www.sibelsrecipe.com/post/potato-borek-swirls-patatesli-gul-boregi
United Kingdom,Fish and Chips,https://www.thespruceeats.com/best-fish-and-chips-recipe-434856
Czech Republic,Bramboraky ,https://www.cooklikeczechs.com/czech-bramborak-potato-pancake/
Finland,Jauhelihakeitto ,https://perunasta.fi/resepti/koko-perheen-soppa-jauhelihakeitto/,
Greece,Patates Yachni ,https://www.mygreekdish.com/recipe/greek-potato-stew-recipe-patates-yahni/,
Hungary,Krumpligomboc,https://festival.si.edu/blog/2013/hungarian-recipe-krumpli-gomboc-potato-dumpling/,
Latvia,Kartupelu pankukas ,https://latvianeats.com/potato-pancakes/,
Philippines,Adobong patatas ,https://www.yummy.ph/recipe/adobong-itlog-at-patatas-recipe-a439-20190711
Ukraine,Varenyky ,https://thenewbaguette.com/ukrainian-varenyky-recipe-potato-filling/,
Bulgaria,Patatnik ,https://tacoandtiramisu.com/simple-patatnik-potato-pie/,
Serbia, Krompirusa ,https://www.pinterest.com/pin/421579215125115245/
Ecuador,Llapingachos ,https://www.cookshideout.com/llapingachos-potato-pancakes-with-peanut-sauce
Algeria,Batata Merhiya ,https://myfud.in/mashed-potatoes-layered-with-beef-batata-merhiya-myfr00743
Kenya,Irio ,https://www.africanbites.com/irio/
Uganda,Katogo,https://akitcheninuganda.com/2015/11/10/classic-katogo-irish-potatoes-yams-and-sweet-potatoes-with-beans/
Belarus,Draniki ,https://www.babushkacooking.com/draniki-potato-pancakes/
Norway,Komle,https://transplantedbaker.typepad.com/the_transplanted_baker/2011/05/komle-kompe-klubb-.html,
Slovakia,Bryndzove halusky,https://cookpad.com/us/recipes/57890-bryndzove-halusky-slovakian-potato-dumplings-with-bryndza-cheese,
Estonia,Mulgipuder,https://cookingwithalisa.com/mulgi-puder-estonian-potatoes-barley-estonia/,
Lithuania,Cepelinai,https://www.thespruceeats.com/lithuanian-potato-meat-dumplings-recipe-cepelinai-1136766,
Romania,Mamaliga,https://food52.com/recipes/14082-basic-mamaliga,
Indonesia,Perkedel ,https://cookidoo.be/recipes/recipe/nl/r774042
Malaysia,Begedil ,https://www.singaporeanmalaysianrecipes.com/begedil-perkedil/
Kazakhstan,Potato baursak ,https://www.internationalcuisine.com/kazakh-baursak/
Lebanon,Batata Harra,https://feelgoodfoodie.net/recipe/spicy-potatoes/
Croatia,Restani krumpir,https://www.cooklikejames.com/cook_like_james/2022/01/croatian-mashed-potatoes-restani-krumpir.html,
Slovenia,Krompirjeva solata,
Cyprus,Patates Yiahni,https://aarven.com/blogs/artisans/traditional-tastes-greek-patates-yahni
Malawi,Mbatata ,https://www.curiouscuisiniere.com/mbatata-malawian-sweet-potato-cookies/
Zimbabwe,Potato and peanut stew,https://naturallyzimbabwean.com/sweet-potato-peanut-butter-stew/
Bangladesh,Aloo Bhorta,https://www.shanazrafiq.com/2018/02/aloo-bhorta-bangladeshi-comfort-food-recipe/
Bhutan,Kewa Datshi,https://www.allrecipes.com/recipe/258879/kewa-datshi-bhutanese-dish/
Fiji,Topoi,https://steviesrecipes.blogspot.com/2008/04/topoi-fijian-dumplings.html
Panama,Ensalada de Feria,https://bluejellybeans.wordpress.com/2013/08/23/panamanian-fair-salad-ensalada-de-feria/
Belize,Potato Pound ,https://www.belizehub.com/belizean-sweet-potato-pound/
Costa Rica,Gallos de papa,https://www.eatingwell.com/recipe/8002015/tacos-de-papa-with-salsa-de-mesa/
United states of America, Mashed potatoes, https://www.favfamilyrecipes.com/perfect-mashed-potatoes/,
